video_id,title,published_at,year,duration,view_count,like_count,comment_count,channel_title,category_id,tags,description,placings
QvL8haic58w,Royal Bhangra Girls @ Bay Area Bhangra Giddha 2016,2016-12-23T08:21:18Z,2016,PT11M52S,10616,90.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bay Area Bhangra Giddha;BABG2016;Royal Bhangra;Girls Bhangra;Bhangra Competition;2016 Bhangra;Live Bhangra;Folk Bhangra;Raja Kandola;Gagan Dholi,"Girls doing live Bhangra. Need I say more? Mad respect to you gals, y'all did great. It's always a treat to have Mr. Raja Kandola on the vocals too, though :)

I would also like to give special recognition to Mr. Jaskamal Sandhu for helping record the performances at Bay Area Bhangra Giddha 2016 for me, as I was pre-occupied this night at a wedding function of an immediate family member. Thank you brother!

--

Team Info:
Name: Royal Bhangra Girls
City/Country: Bay Area, California, USA

Show info:
Name: Bay Area Bhangra Giddha 2016
Location: California Theater
City/Country: San Jose, California, USA
Date: August 20 2016
Website: www.giddhabhangra.com

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv


--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
NulIQaptKS0,Giddhe Diyan Shaunkana @ Bay Area Bhangra Giddha 2016,2016-12-23T08:08:26Z,2016,PT11M46S,139519,1099.0,13.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bay Area Bhangra Giddha;BABG2016;Giddha;Giddhe Diyan Shaunkana;Giddha Competition,"Representing their hometown of Sacramento California, this is Giddhe Diyan Shaunkana performing at the Bay Area Bhangra Giddha 2016 competition.

I would like to give special recognition to Mr. Jaskamal Sandhu for helping record the performances at Bay Area Bhangra Giddha 2016 for me, as I was pre-occupied this night at a wedding function of an immediate family member. Thank you brother!

--

Team Info:
Name: Giddhe Diyan Shaunkana
City/Country: Sacramento, California, USA

Show info:
Name: Bay Area Bhangra Giddha 2016
Location: California Theater
City/Country: San Jose, California, USA
Date: August 20 2016
Website: www.giddhabhangra.com


--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv


--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
nWjlJ-1E938,Johr Jawani Da @ Bay Area Bhangra Giddha 2016,2016-12-23T07:58:29Z,2016,PT12M41S,10441,87.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bay Area Bhangra Giddha;BABG2016;Live Bhangra;Folk Bhangra;Johr Jawani Da,"This teams singer was unreal. In my opinion, this is probably the closest we've (in North America) in terms of singers that match the style of singers on live teams in India. I present to you, Johr Jawani Da's second place performance at Bay Area Bhangra Giddha 2016.

I would also like to give special recognition to Mr. Jaskamal Sandhu for helping record the performances at Bay Area Bhangra Giddha 2016 for me, as I was pre-occupied this night at a wedding function of an immediate family member. Thank you brother!

--

Team Info:
Name: Johr Jawani Da
City/Country: Bay Area, California, USA

Show info:
Name: Bay Area Bhangra Giddha 2016
Location: California Theater
City/Country: San Jose, California, USA
Date: August 20 2016
Website: www.giddhabhangra.com

Participants:
Black - Harvir Saini & Amrit Badwalz
Red - Randeep Gill & Sunny Gill 
Blue - Preet Chahal & Manjot Mann 
Green - Aman Singh & Sabraj Singh
Singer - Harry Pannu
Dholi - Gulshan Singh 
Chimta - Ashpreet Singh 
Tumbi - Jashan Singh 
Algoje - Ajit Singh 

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv


--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
PfvbSKFtDTE,Tufts Bhangra @ Pao Bhangra 2016,2016-12-18T11:04:52Z,2016,PT6M6S,7373,90.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Pao Bhangra 2016;Ithaca New York Bhangra Competition;Tufts Bhangra,"Representing Tufts University, in Massachusetts, this is Tufts Bhangra with their performance at Pao Bhangra 2016.

--

Team Info:
Name: Tufts Bhangra
City/Country: Medform, Massachusetts, USA

Show info:
Name: Pao Bhangra 2016
Location: Barton Hall, Cornell University
City/Country: Ithaca, New York, USA
Date: April 16 2016

Participants:
Red: Suraj Shah & Geetha Mahendran
Green: Jean-Charles Zurawicki & Nayanika Kotagiri
Blue: Sahil Shah & Riddhima Sharma
Orange: Evan Cook & Laurel Howell
Pink: Shane Visram & Shreya Marathe
Yellow: Sidhant Chada & Anna Kasagawa

--

Links:

Cornell Bhangra's Facebook page:
https://www.facebook.com/CornellBhangra

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
NzS0fFxYtcc,Roc City Jawani @ Pao Bhangra 2016,2016-12-18T10:57:39Z,2016,PT5M37S,1882,29.0,2.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Pao Bhangra;Bhangra Competition 2016;Roc City Jawani;Little Kids Bhangra,"Little kids. Doing Bhangra. Yeap. Are they in sync? For the most part, yes. Did they make a few mistakes? Sure, but who doesn't? However, they're the next generation, and given their age bracket, I'd say they did extremely well. So, so, well. Leave a comment below to show them some support! 

To the performers in this video, great job. To the parents/supporters/coaches/teachers, thank you! Without your guidance, this beautiful dance form wouldn't continue to blossom :)

--

Pao Bhangra is a Bhangra exhibition that takes place at Cornell Universities Barton Hall. The goal of the show is to showcase Bhangra to the diverse community at Cornell University. Though this is an exhibition, and there are no placings, each non-Cornell performing team is awarded with an $1000 honorarium.

Show Name: Pao Bhangra 2016
Show Location: Barton Hall, Cornell University
Show City/Country: Ithaca, New York, USA
Show Date: April 16 2016

--

Links:

Cornell Bhangra's Facebook page:
https://www.facebook.com/CornellBhangra

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
FEh8xOkIFn8,Majajana @ Bay Area Bhangra Giddha Competition 2016,2016-12-18T10:42:28Z,2016,PT11M44S,847912,6497.0,73.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bay Area Bhangra Giddha Competition;BABG 2016;Giddha Competition 2016;Majajana;FIrst Place Giddha,"I'll be honest, I don't know much about Giddha. Sure I've seen quite a few performances over the years, but I'm by no means a Giddha expert. That being said, this performance stands out for a few reasons. Their composition, their stage presence, their expressions, their formations, their boliyan, it's all on point. It's fairly clear (to me) why this routine placed first. I present to you, the Giddha team 'Majajana' with their First place performance at the Bay Area Bhangra Giddha 2016 competition.

I would also like to give special recognition to Mr. Jaskamal Sandhu for helping record the performances at Bay Area Bhangra Giddha 2016 for me, as I was pre-occupied this night at a wedding function of an immediate family member. Thank you brother!

--

Team Info:
Name: Majajana
City/Country: Rocklin, California, USA

Show info:
Name: Bay Area Bhangra Giddha 2016
Location: California Theater
City/Country: San Jose, California, USA
Date: August 20 2016
Website: www.giddhabhangra.com

Participants:
Parneet Sidhu 
Hardeep Bura 
Harman Gill
Chrisjeet Sidhu 
Navpreet Bhullar 
Harkirat Sandhu 
Harkirat Gill 
Mandeep Kaur 
Neha Kaur 
Sukhman Sangha 
Avneet Kaur 
Kiran Gill

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv


--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
ChQqHAIWPKA,Dhiyan Punjab Diyan @ Bay Area Bhangra Giddha Competition 2016,2016-12-18T10:20:09Z,2016,PT12M5S,123435,840.0,5.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bay Area Bhangra Giddha Competition;Giddha Competition;BABG 2016,"Representing their hometown of Washington DC, this is the Giddha team 'Dhiyan Punjab Diyan' performing with their live band at the Bay Area Bhangra Giddha 2016 Competition.

I would also like to give special recognition to Mr. Jaskamal Sandhu for helping record the performances at Bay Area Bhangra Giddha 2016 for me, as I was pre-occupied this night at a wedding function of an immediate family member. Thank you brother!

--

Team Info:
Name: Dhiyan Punjab Diyan
City/Country: Washington, DC, USA

Show info:
Name: Bay Area Bhangra Giddha 2016
Location: California Theater
City/Country: San Jose, California, USA
Date: August 20 2016
Website: www.giddhabhangra.com

Participants:
Muskan Saini
Harleen Bath
Sirtaj Kahlon
Amandeep Sandhu
Sukhleen Nagyal
Navneet Kaur
Suhavi Grewal
Kamaldeep Kandola
Anureet Johal
Manpreet Rangi
Sukhdeep Dhanoya
Gurpreet Brar 
Manroop Gill
Anika Chahal 
Taranjit Singh
Tajinder Chahal

Live band members:
Saminder Dhindsa
Ranjit Nijjar

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv


--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
W3AdVn5bvAk,Furteelay Shokeen @ Bruin Bhangra 2016,2016-12-01T01:06:30Z,2016,PT7M59S,50731,350.0,29.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;furteelay shokeen;bruin bhangra;bruin bhangra 2016;2016 bhangra;bhangra competition;detroit bhangra team,"You don't see Furteelay Shokeen perform much, but when you do, they always come strong and do not disappoint. This performance had it all, sick mix, sick formations, sick moves and sick vardiyan! I present to you, Furteeley Shokeen competing at Bruin Bhangra 2016.

--

Team Info:
Name: Furteelay Shokeen
City/Country: Detroit, Michigan, USA

Show info:
Name: Bruin Bhangra 2016
Location: Orpheum Theater, Downtown Los Angeles
City/Country: Los Angeles, California, USA
Date: May 29 2016
Website: www.giddhabhangra.com

Participants:
Red: Gursimran Singh & Bhavneet (Bobby) Grewal
Black: Sunpreet Singh & Arunpreet Singh
Yellow: Guntas Dhanoa & Gurvir Gill 
Purple: Akum Shergill & Yuvraj Singh Gill 
Orange: Harman Sidhu & Simran Singh 
Royal Blue: Arjun Chadha & Navpreet (Sunny) Aheer 
Light Blue (Ferozee): Daman Sidhu & Eshann Toteja 
Green: Bhavdeep (Micky) Singh & Amansher (Babbu) Sidhu

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv


--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
7IQeElTcodM,Bhangra vs Giddha Boli Battle @ Bay Area Bhangra Giddha 2016,2016-11-29T19:25:14Z,2016,PT8M15S,951869,8845.0,99.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bay Area Bhangra Giddha;Bay Area Bhangra Competition;BABG 2016;Boliyan Competition;Boli Competition,"This is a Boli Competition that took place at the Bay Area Bhangra Giddha team mixer. The team mixer takes place the night before the actual competition, where teams get together and meet one another, and play games such as this Boli Competition.

--

Show info:

Name: Bay Area Bhangra Giddha 2016
Location: California Theater
City/Country: San Jose, California, USA
Date: August 20 2016
Website: www.giddhabhangra.com

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv


--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
wG4kQc2FiRQ,Shaan Mutiyaaran Di @ Bruin Bhangra 2016,2016-10-21T23:18:33Z,2016,PT9M7S,44936,420.0,12.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Shaan Mutiyaaran Di;SMD Bhangra;Girls Bhangra Team;Girl Power,"This year, at Bruin Bhangra, the Shaan Mutiyaaran Di girls team had a special message, and a special mission, to empower females near and afar. The performance began with a powerful video to set the tone for their performance, and they definitely carried that tone during their performance. That being said, I hope this video helps reach out and instill confidence within any female that watches this video. Alone, you can do so little. Together, you can do so much - Shaan Mutiyaaran Di.

--

Team Name: Shaan Mutiyaaran Di
Team Location: New York, USA
Team City/Country: New York, USA

Show Name: Bruin Bhangra 2016
Show Location: Orpheum Theater, Downtown Los Angeles
Show City/Country: Los Angeles, California, USA
Show Date: May 29 2016

--

Participants:

Red: Iris & Reeda
Yellow: Poorvi & Ruchika
Green: Henna & Laamia
Blue: Deepthi & Shana
Orange: Dheerja & Ruchi
Purple: Alexis & Rachneet
Dholi: Avish Arora

--

Links:

Bruin Bhangra's Facebook page:
https://www.facebook.com/iambhangra

Shaan Mutiyaaran Di's Facebook page:
https://www.facebook.com/smdbhangraclub

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv


--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
wifbExJN6kY,Cornell Bhangra Alumni @ Pao Bhangra 2016,2016-10-21T00:12:24Z,2016,PT5M58S,8636,76.0,10.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Cornell Bhangra;Cornell University;Pao Bhangra;Pao Bhangra Competition,"This is Cornell Universities Alumni Bhangra team, coming back to Pao Bhangra to perform for their home crowd at Pao Bhangra 2016.

--

Pao Bhangra is a Bhangra exhibition that takes place at Cornell Universities Barton Hall. The goal of the show is to showcase Bhangra to the diverse community at Cornell University. Though this is an exhibition, and there are no placings, each non-Cornell performing team is awarded with an $1000 honorarium.

Show Name: Pao Bhangra 2016
Show Location: Barton Hall, Cornell University
Show City/Country: Ithaca, New York, USA
Show Date: April 16 2016

--

Links:

Cornell Bhangra's Facebook page:
https://www.facebook.com/CornellBhangra

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
V82r2G8DfyY,Jhoomar Squad @ Legacy of Bhangra 2016,2016-10-19T23:03:14Z,2016,PT7M50S,111917,1222.0,31.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Legacy of Bhangra;Jhoomer Squad;Jhoomar;Folk Boliyan,"This team, the Jhoomer Squad, is an exhibition team that showcases the individual grace and nakhra of dancers from teams across the United States through a full live jhoomer set with unique boliyan. These dancers are from the following teams: Bhangra Knights, Cal Bhangra, CMU Bhangra, DC Bhangra Crew, Da Real Punjabiz, East Side Alliance, Bhangra Empire, First Class Bhangra, George Mason University Bhangra, Husky Bhnagra, Norcal Bhangra, Nachde Shokeen Gabroo, Rutgers Bhangra, Shaan Mutiyaaran Di, VDS, Virginia School of Bhangra, and the West Side Alliance.

--

Team Name: Jhoomer Squad
Team Location: Independent team, no school affiliation
Team City/Country: United States of America

Show Name: Legacy of Bhangra 2016
Show Location: Smithwick Theater, Foothill College
Show City/Country: Los Altos, California, USA
Show Date: October 1 2016

--

Participants:

Magenta: Ajaypal Bajwa & Ravi Grewal
Blue: Anuj Gupta & Anushka Pushpalla
Ferozi: Ashish Chaterjee & Ruchika Rana
Green: Harji Charaia & Shreya Dhingra
Black: Jasmeet Singh & Reeda Saleem
Red: Shreepal Shah & Ashita Stephen
Yellow: Vijay Iyengar & Jasmeen Rangi
Purple: Luvreet Sangha & Chethana Damodara

Boliyan - Raja Kandola
Sarangi - Jashan Singh
Dhol - Gagan Singh

--

Links:

Legacy of Bhangra's Facebook page:
https://www.facebook.com/legacybhangra

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv


--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
i9qebJe1Qnc,Royal Bhangra Girls @ Bruin Bhangra 2016,2016-10-18T23:44:41Z,2016,PT10M42S,146010,1490.0,45.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Royal Bhangra;Manpreet Toor;Bruin Bhangra;Manpreet and Naina,"I'm excited to see where this team is going in the next few years, because they're that good! This performance, in my opinion, has it all. A dope mix, dope choreo, amazing Jhoomar segment, and the most important part, a positive message to other females out there. We need more dominant female Bhangra teams out there, to motivate and inspire the female gender. This performance is an amazing start to that journey. I present to you, Royal Bhangra Girls with their absolutely amazing performance @ Bruin Bhangra 2016.

P.S. Put on your headphones and crank up the volume, your ears will thank you ;)

--

Team Name: Royal Bhangra Girls
Team Location: Independent team, no school affiliation
Team City/Country: Bay Area, California, USA

Show Name: Bruin Bhangra 2016
Show Location: Orpheum Theater, Downtown Los Angeles
Show City/Country: Los Angeles, California, USA
Show Date: May 29 2016

--

Participants:

Red: Amandeep Nijjar (RB)/ Loveleen Kaur (Bulldog)
Royal Blue: Hardeep Gill (RB)/ Anjeli Gadra (RB)
Purple: Navneet Singh (RB)/ Tanmeet Pannu (RB)
Yellow: Sachleen Bisla (VDS)/ Karan Lachar (VDS)
Pink: Parnit Jhutty (RB)/ Navroop Jhutty (RB)
Orange: Hardeep Shergill (RB)/ Sukhpreet Shergill (RB)
Green: Khivon Kaur (Bulldog)/ Harbawari Kaur (Bulldog)
Teal: Jaskirat Brar (RB)/ Nimrat Brar (Bulldog)

--

Links:

Bruin Bhangra's Facebook page:
https://www.facebook.com/iambhangra

Royal Bhangra Girls Facebook page:
https://www.facebook.com/RoyalBhangraGirls

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv


--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
ksjQRi4P39U,Manpreet Toor & Royal Bhangra @ Bruin Bhangra 2016,2016-10-18T23:42:03Z,2016,PT1M6S,944695,8018.0,65.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Manpreet and Naina;Manpreet Toor;Dance with Manpreet;Bruin Bhangra;Bruin Bhangra 2016;Royal Bhangra;Girls Bhangra,"You've been waiting for Manpreet Toor's next dance video, here it is! Manpreet collaborated with Royal Bhangra, and performed to Juthi Kasoori, at Bruin Bhangra 2016. Enjoy!

--

Team Name: Royal Bhangra Girls
Team Location: Independent team, no school affiliation
Team City/Country: Bay Area, California, USA

Show Name: Bruin Bhangra 2016
Show Location: Orpheum Theater, Downtown Los Angeles
Show City/Country: Los Angeles, California, USA
Show Date: May 29 2016

--

Participants:

Manpreet Toor, featuring:

Red: Amandeep Nijjar (RB)/ Loveleen Kaur (Bulldog)
Royal Blue: Hardeep Gill (RB)/ Anjeli Gadra (RB)
Purple: Navneet Singh (RB)/ Tanmeet Pannu (RB)
Yellow: Sachleen Bisla (VDS)/ Karan Lachar (VDS)
Pink: Parnit Jhutty (RB)/ Navroop Jhutty (RB)
Orange: Hardeep Shergill (RB)/ Sukhpreet Shergill (RB)
Green: Khivon Kaur (Bulldog)/ Harbawari Kaur (Bulldog)
Teal: Jaskirat Brar (RB)/ Nimrat Brar (Bulldog)

--

Links:

Bruin Bhangra's Facebook page:
https://www.facebook.com/iambhangra

Royal Bhangra Girls Facebook page:
https://www.facebook.com/RoyalBhangraGirls

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv


--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
zZ-kC3RFWvQ,New England Bhangra Club @ Pao Bhangra 2016,2016-10-18T00:19:44Z,2016,PT6M40S,5828,87.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Cornell University;Pao Bhangra;New England Bhangra Club;NEBC Bhangra;Girls Bhangra Team,"Representing their hometown of Boston, Massachusetts, this is the lovely girls known as the New England Bhangra Club, performing @ Pao Bhangra 2016.

--

Pao Bhangra is a Bhangra exhibition that takes place at Cornell Universities Barton Hall. The goal of the show is to showcase Bhangra to the diverse community at Cornell University. Though this is an exhibition, and there are no placings, each non-Cornell performing team is awarded with an $1000 honorarium.

Show Name: Pao Bhangra 2016
Show Location: Barton Hall, Cornell University
Show City/Country: Ithaca, New York, USA
Show Date: April 16 2016

--

Links:

Cornell Bhangra's Facebook page:
https://www.facebook.com/CornellBhangra

New England Bhangra Club's Facebook Page:
https://www.facebook.com/newenglandbhangraclub

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv

--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
PLHICuzHUd8,Tune Squad @ Bruin Bhangra 2016,2016-07-28T02:36:14Z,2016,PT8M45S,53446,369.0,19.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Tune Squad;Bruin Bhangra;Tune Squad Bhangra,"This performance started off with quite the intro, with a tribute to all of the competitive performing teams at Bruin Bhangra this year. For those of you who don't know, Tune Squad is a group that's comprised of many veteran dancers from the Bhangra circuit. Some of these dancers have danced on teams such as Anakh E Gabroo, VCU Bhangra, and Cornell Bhangra, just to name a few. Collectively, they have massive Bhangra experience, and it definitely shows in this unique and entertaining performance.

The future of the Tune Squad is not certain, as this set was a one time set made by friends who used to compete against each other at Bhangra competitions. They've now found themselves dancing together as one unit on the same stage. If that doesn't show you the power of music and Bhangra, then I don't know what will. Well done, gentlemen. I present to you, the Tune Squad Bhangra group at Bruin Bhangra 2016.
--

Team Name: Tune Squad
Team Location: Independent team, no school affiliation
Team City/Country: East Coast, USA

Show Name: Bruin Bhangra 2016
Show Location: Orpheum Theater, Downtown Los Angeles
Show City/Country: Los Angeles, California, USA
Show Date: May 29 2016

--

Participants:

Blue: Simran Sodhi & Jaspreet Singh
Red: Vishal Dholakia & Simrat Grewal
Green: Ash Easwar & Soham Shukla
Orange: Sahil Mehta & Abhishek Goel
Purple: Mavi & Gagi Kehal
Magenta: Sumeet Singh & Sunny Virdi
Yellow: Shyam Krishnan & Armaan Kapoor
Turquoise: Bilal Ali& Kaartik Mathur
Dance Crew: Anze Skrube Dance Group
Dholi: Richie Kumar

Songs:
Saaps: Sahnevale Chounk
Saap/Khunda: Kerha Rokhda
Khunda: Gabroo Jattan Da Putt
Jodiyaan: Ik Jind
Jhumar: Jattan De Munde
Phummania: Unsure
Jugni: Thrus Vichare De
Ending: Hathyaar, Sher Gabroo and Jogi

--

Links:

Bruin Bhangra's Facebook page:
https://www.facebook.com/iambhangra

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv


--

Gabroo Tv - The largest Bhangra Library in the world, serving the community since 2004.",None
