video_id,title,published_at,year,duration,view_count,like_count,comment_count,channel_title,category_id,tags,description,placings,competition_name,team_name,comp_year,total_comps,placing_score,sum_placing_score,finalscore,number_of_teams_in_comp,comp_numerator,comp_score
Vz1RcBa1Pjo,mission punj-aab culture club at bhangra revolution 2025,2025-04-17T06:09:38Z,2025,747,200710,1186.0,10.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Mission Punj-aab Culture Club (representing Surrey, British Columbia, Canada) at Bhangra Revolution 2025.

Bhangra Revolution 2025 took place on March 30 2025 at the Bell Performing Arts Center, in Surrey British Columbia, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangrarevolution #royalacademy #missionpunjab #missionpunj-aab #gidha #giddha",None,bhangra revolution,mission punj-aab culture club ,2025,1,0.1,0.1,0.1,14,2.9921736158578263,0.2137266868469876
L2Z6vidWQMg,shan e punjab arts club at bhangra revolution 2025,2025-04-25T20:00:18Z,2025,627,11332,126.0,6.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Shan E Punjab Arts Club at Bhangra Revolution 2025.

Bhangra Revolution 2025 took place on March 30 2025 at the Bell Performing Arts Center, in Surrey British Columbia, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangrarevolution #shanepunjab",None,bhangra revolution,shan e punjab,2025,28,0.1,6.8,0.24285714285714285,14,2.9921736158578263,0.2137266868469876
y1fzEOOh_W8,rangla punjab toronto at bhangra revolution 2025,2025-04-24T04:43:20Z,2025,724,6101,73.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Rangla Punjab Toronto (representing Nachdi Jawani Toronto) at Bhangra Revolution 2025.

Bhangra Revolution 2025 took place on March 30 2025 at the Bell Performing Arts Center, in Surrey British Columbia, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangrarevolution #nachdijawani #ranglapunjab #ranglapunjabtoronto",None,bhangra revolution,rangla punjab toronto,2025,1,0.1,0.1,0.1,14,2.9921736158578263,0.2137266868469876
HcjFFop7w_k,royal academy of punjab (royal gabroo jawan) at bhangra revolution 2025,2025-04-24T04:43:03Z,2025,668,9555,102.0,5.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Royal Academy of Punjab at Bhangra Revolution 2025.

Bhangra Revolution 2025 took place on March 30 2025 at the Bell Performing Arts Center, in Surrey British Columbia, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangrarevolution #royalacademy #royalacademyofpunjab #royaljawangabroo",None,bhangra revolution,royal academy ,2025,9,0.1,2.85,0.31666666666666665,14,2.9921736158578263,0.2137266868469876
nxrWxmR2B2Q,surrey india arts club at bhangra revolution 2025,2025-04-24T04:42:55Z,2025,746,2158,37.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Surrey India Arts Club at Bhangra Revolution 2025.

Bhangra Revolution 2025 took place on March 30 2025 at the Bell Performing Arts Center, in Surrey British Columbia, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangrarevolution #siac #siacbhangra #surreyindia #surreyindiaartsclub",None,bhangra revolution,surrey india arts club,2025,5,0.1,0.5,0.1,14,2.9921736158578263,0.2137266868469876
kkDMF1ew1mE,vancity bhangra at bhangra revolution 2025,2025-04-24T04:42:34Z,2025,690,4464,63.0,7.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Vancity Bhangra at Bhangra Revolution 2025.

Bhangra Revolution 2025 took place on March 30 2025 at the Bell Performing Arts Center, in Surrey British Columbia, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangrarevolution #vancitybhangra #vancitydance",None,bhangra revolution,vancity bhangra,2025,19,0.1,5.65,0.2973684210526316,14,2.9921736158578263,0.2137266868469876
HesRvYJSdzw,punjabi heritage folk at bhangra revolution 2025,2025-04-24T04:42:18Z,2025,779,4056,46.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Punjabi Heritage Folk (PHF Edmonton) at Bhangra Revolution 2025.

Bhangra Revolution 2025 took place on March 30 2025 at the Bell Performing Arts Center, in Surrey British Columbia, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangrarevolution #phfedmonton #punjabiheritage #punjabiheritagefolk",None,bhangra revolution,phf edmenton,2025,12,0.1,6.0,0.5,14,2.9921736158578263,0.2137266868469876
loPj6qoepUg,virasti chhankaar academy at bhangra revolution 2025,2025-04-17T06:07:40Z,2025,728,95162,890.0,10.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Virasti Chhankaar Academy (representing Calgary, Alberta, Canada) at Bhangra Revolution 2025.

Bhangra Revolution 2025 took place on March 30 2025 at the Bell Performing Arts Center, in Surrey British Columbia, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangrarevolution #virasti #virastichhankaaracademy #gidha #giddha",None,bhangra revolution,virasti chhankaar academy,2025,1,0.1,0.1,0.1,14,2.9921736158578263,0.2137266868469876
sBsUK0nERVU,rooh punjab dee at bhangra revolution 2025,2025-04-12T08:27:03Z,2025,655,2343,35.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Rooh Punjab Dee (representing Abbotsford, British Columbia, Canada) at Bhangra Revolution 2025.

Bhangra Revolution 2025 took place on March 30 2025 at the Bell Performing Arts Center, in Surrey British Columbia, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangrarevolution #roohpunjabdee",None,bhangra revolution,rooh punjab dee,2025,1,0.1,0.1,0.1,14,2.9921736158578263,0.2137266868469876
83SJ89LDlNk,royal academy of punjab's royal diyan raniyan at bhangra revolution 2025,2025-04-17T06:04:58Z,2025,680,38873,370.0,3.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Royal Diyan Raniyan (representing Surrey, British Columbia, Canada) at Bhangra Revolution 2025.

Bhangra Revolution 2025 took place on March 30 2025 at the Bell Performing Arts Center, in Surrey British Columbia, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangrarevolution #royalacademy #royalacademyofpunjab #royaldiyanraniyan #gidha #giddha",None,bhangra revolution,royal academy ,2025,9,0.1,2.85,0.31666666666666665,14,2.9921736158578263,0.2137266868469876
ZLWjMhXfUsk,folk stars arts academy at bhangra revolution 2025,2025-04-17T06:02:12Z,2025,628,2483,23.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Folk Stars Arts Academy (representing Surrey, British Columbia, Canada) at Bhangra Revolution 2025.

Bhangra Revolution 2025 took place on March 30 2025 at the Bell Performing Arts Center, in Surrey British Columbia, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangrarevolution #folkstars #folkstarsartsacademy",None,bhangra revolution,folk stars ,2025,2,0.1,0.2,0.1,14,2.9921736158578263,0.2137266868469876
kc-HaSai9OA,kohinoor mastane dhol de at bhangra revolution 2025,2025-04-16T02:47:23Z,2025,749,1039,12.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Kohinoor Mastane Dhol De (representing Surrey, British Columbia, Canada) at Bhangra Revolution 2025.

Bhangra Revolution 2025 took place on March 30 2025 at the Bell Performing Arts Center, in Surrey British Columbia, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangrarevolution #kohinoor #kohinoorfolkartsclub",None,bhangra revolution,kohinoor bhangra,2025,11,0.1,1.75,0.1590909090909091,14,2.9921736158578263,0.2137266868469876
9reXepxxjDU,shan e punjab arts club at bhangra revolution 2025,2025-04-12T08:27:42Z,2025,628,2871,27.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Shan E Punjab Arts Club (representing Surrey, British Columbia, Canada) at Bhangra Revolution 2025.

Bhangra Revolution 2025 took place on March 30 2025 at the Bell Performing Arts Center, in Surrey British Columbia, Canada.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 21 years of free sewa to our Bhangra community.

#bhangra #gabrootv #bhangrarevolution #shanepunjab",None,bhangra revolution,shan e punjab,2025,28,0.1,6.8,0.24285714285714285,14,2.9921736158578263,0.2137266868469876
-O0J2U39DKc,georgia tech bhangra at bhangra blowout 2024,2024-05-16T05:10:57Z,2024,527,2069,37.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Georgia Tech Bhangra (representing the Georgia Institute of Technology, in Atlanta, Georgia, USA) with their performance at Bhangra Blowout 2024.

Bhangra Blowout 2024 took place on Vaisakhi, April 13, at the George Washington University Lisner Auditorium, in Washington, DC, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #georgiatechbhangra #bhangrablowout",None,bhangra blowout,georgia tech bhangra,2024,4,0.1,0.8,0.2,74,15.219311521811521,0.2056663719163719
V9gIDdPhXrA,umd maryland bhangra - second place at bhangra blowout 2024,2024-05-22T06:52:37Z,2024,656,4931,47.0,5.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is UMD Maryland Bhangra (representing the University of Maryland, in College Park, Maryland, USA) with their Second Place performance at Bhangra Blowout 2024.

Bhangra Blowout 2024 took place on Vaisakhi, April 13, at the George Washington University Lisner Auditorium, in Washington, DC, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #marylandbhangra #bhangrablowout",2,bhangra blowout,maryland bhangra,2024,7,0.75,2.0,0.2857142857142857,74,15.219311521811521,0.2056663719163719
1woGioWcvHI,cmu bhangra @ bhangra blowout 2017,2017-04-27T00:33:42Z,2017,527,65243,561.0,11.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;CMU Bhangra;Bhangra Blowout,"All the way from Carnegie Mellon University in Pittsburgh Pennsylvania, this is CMU with an absolutely amazing (surprisingly non placing) performance at Bhangra Blowout 2017.

--

Team Info:
Name: CMU Bhangra
City/Country: Pittsburgh, Pennsylvania, USA 

Show info:
Name: Bhangra Blowout 24 (2017)
Location: Lisner Auditorium
City/Country: Washington, DC, USA
Date: April 8 2017

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",None,bhangra blowout,cmu bhangra,2017,24,0.1,3.85,0.16041666666666668,74,15.219311521811521,0.2056663719163719
0Z5ksTff_a8,illini bhangra - first place @ bhangra blowout 2018,2018-04-19T23:14:17Z,2018,515,236155,4091.0,96.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Illini Bhangra;Bhangra Blowout;Bhangra Blowout 25;Bhangra Blowout 2018;Washington DC Bhangra Competition;George Washington DC Bhangra Competition;Illinois Bhangra Team,"Representing the University of Illinois at Urbana-Champaign, this is Illini Bhangra with their First Place performance in Washington DC at Bhangra Blowout 2018.

--

Team Info:
Name: Illini Bhangra
City/Country: Champaign, Illinois, USA

Participants:
Red: Jinesh Shah & Manasi Baheti
Ferozi: Mitul Patel & Jenitha Jomi
Pink: Amundeep Singh & Sheel Vasavada
Blue: Jaskirat Vig & Preeti Narayanan
Orange: Jai Kattaura & Yana Garmash
Green: Amrit Singh & Anvita Hariharan
Yellow: Monish Chheda & Simi Srivastava
Purple: Nikku Jain & Amee Savani
Dholi: Dholi Ram

Songs in this performance:
Punjab - Kulwinder Billa
Akh Da Nishana - Amrit Maan
Jatt Di Sardari - Gurmukh Doabi
Gallan Mithiyan - Mankirt Aulakh
Chobar Ho Gaya Putt Jatt Da
Fan - Aardee
24 25 26 - Rajvir Jawanda
LV Di Jean - Jasmine Sandlas
Romeo/Dil Luteya - Jazzy B
Warning - A Kay
Ambh Da Boota - Saini Surinder
Chardi Kala - Gurmukh Doabi
Stubborn - Surjit Khan

Show info:
Name: Bhangra Blowout 2018
Location: Lisner Auditorium
City/Country: Washington, District of Columbia, USA
Date: April 7 2018

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",1,bhangra blowout,illini bhangra,2018,5,1.0,2.3,0.45999999999999996,74,15.219311521811521,0.2056663719163719
N3TquzgIRxQ,virginia tech bhangra at bhangra blowout 2024,2024-05-12T06:54:37Z,2024,530,2318,21.0,0.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Virginia Tech Bhangra (representing Virginia Tech University, in Blacksburg, Virginia, USA) with their performance at Bhangra Blowout 2024.

Bhangra Blowout 2024 took place on Vaisakhi, April 13, at the George Washington University Lisner Auditorium, in Washington, DC, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #virginiatechbhangra #bhangrablowout",None,bhangra blowout,virginia tech bhangra,2024,7,0.1,3.55,0.5071428571428571,74,15.219311521811521,0.2056663719163719
7A2RY043ygU,uva di shaan @ bhangra blowout 2018,2018-04-19T23:35:32Z,2018,486,10191,108.0,9.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;UVA Di Shaan;Bhangra Blowout;Bhangra Blowout 25;Bhangra Blowout 2018;University of Virginia Bhangra Team,"Representing the University of Virginia, this is UVA Di Shaan performing in Washington DC at Bhangra Blowout 2018.

--

Team Info:
Name: UVA Di Shaan
City/Country: Charlottesville , Virginia, USA

Participants:
Red - Naveen Ambati/Prajeeth Koyada
Blue - Deebas Dhar/Anirudh Ryali
Ferozi - Tejal Patki/Sohum Shirgaonkar
Orange - Neha Kadaba/Eric McCord-Snook
Pink - Sakhi Singh/Chintan Sheth
Yellow - Preeti Shastri/Ben Charles
Dholi - Harry Jaggi
UVA Colors - Pallavi Swarup

Songs in this performance:
Challeh Mundhia
Aankhi
Bundook
Rangali Dharat
Time Das Ja
Aakad
Safari
Gal na Karan
Akhan Jadon Diyan
Putt Sardaran De
Unknown
Haan De
Panga
Dholiya

Show info:
Name: Bhangra Blowout 2018
Location: Lisner Auditorium
City/Country: Washington, District of Columbia, USA
Date: April 7 2018

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",None,bhangra blowout,uva bhangra,2018,13,0.1,1.7000000000000002,0.13076923076923078,74,15.219311521811521,0.2056663719163719
dH79D259wD0,northwestern bhangra @ bhangra blowout 2018,2018-04-19T23:17:58Z,2018,516,14910,158.0,5.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Northwestern University Bhangra team;Northwestern Bhangra;Bhangra Blowout;Bhangra Blowout 25;Bhangra Blowout 2018,"Representing Northwestern University in Evenston Illinois, this is Northwestern Bhangra performing in Washington DC at Bhangra Blowout 2018.

--

Team Info:
Name: Northwestern Bhangra
City/Country: Evanston, Illinois, USA

Participants:
Red - Abhinav Talwar, Ankita Chowdhry
Black - Akshay Goyal, Yasmine Diara 
Teal - Rohan Savoor, Kinnera Vallabhaneni
Blue - Rushi Shah, Divya Ramesh
Pink - Daniel Abia, Megan McDonnell 
Green - Vishal Giridhar, Arzu Singh
Yellow - Siddhant Ahuja
Chimta - Bijal Mehta 

Songs in this performance:
Blood On the Leaves
Offline
Goliyaan 
Aunda Sardar 
Candlelight
Chopper
Haan Kargi 
Guerilla War 
Gani
Jee Karda
Gal Jithe Chal Rangle Punjab Di
Changey Din 
Dum Dee Dum

Show info:
Name: Bhangra Blowout 2018
Location: Lisner Auditorium
City/Country: Washington, District of Columbia, USA
Date: April 7 2018

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",None,bhangra blowout,northwestern bhangra,2018,6,0.1,0.6000000000000001,0.10000000000000002,74,15.219311521811521,0.2056663719163719
joKKrnDwb6Q,virginia di shaan at bhangra blowout 2024,2024-04-19T22:45:08Z,2024,549,4603,61.0,7.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Virginia Di Shaan (representing the University of Virginia in Charlottesville, Virginia, USA) with their performance at Bhangra Blowout 2024.

Bhangra Blowout 2024 took place on Vaisakhi, April 13, at the George Washington University Lisner Auditorium, in Washington, DC, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #virginiadishaan #bhangrablowout",None,bhangra blowout,virginia di shaan,2024,4,0.1,1.05,0.2625,74,15.219311521811521,0.2056663719163719
4qmpnwyFTcw,cornell bhangra - third place at bhangra blowout 2024,2024-05-23T23:05:33Z,2024,475,4551,28.0,4.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Bhangra,"This is Cornell Bhangra (representing Cornell University, in Ithaca, New York, USA) with their Second Place performance at Bhangra Blowout 2024.

Bhangra Blowout 2024 took place on Vaisakhi, April 13, at the George Washington University Lisner Auditorium, in Washington, DC, USA.

www.gabroo.tv - THE largest Bhangra library in the world, serving and documenting the Bhangra community since 2004, and celebrating 20 years of free sewa to our Bhangra community.

#bhangra #gabrootv #gatorbhangra #bhangrablowout",3,bhangra blowout,cornell bhangra,2024,22,0.5,3.0,0.13636363636363635,74,15.219311521811521,0.2056663719163719
939ES3__UzA,spartan bhangra @ bhangra blowout 2018,2018-04-19T02:17:04Z,2018,499,10055,105.0,1.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Spartan Bhangra;Case Western University Bhangra Team;Bhangra Blowout;Bhangra Blowout 2018;Bhangra Blowout 25;Washington DC Bhangra Competition,"Representing Case Western University in Cleveland Ohio, this is Spartan Bhangra performing in Washington DC at Bhangra Blowout 2018.

--

Team Info:
Name: Spartan Bhangra
City/Country: Cleveland, Ohio, USA

Participants:
Black Jori: Rishabh Mazmudar and Medha Narwankar
Dark Blue Jori: Raghav Tripathi and Varna Thyaparan
Red Jori: Mahadev Shastri and Diya Ramanathan 
Ferozi Jori: Neelesh Satpute and Alisa Quemado
Pink Jori: Akash Menon and Sanjana Madishetty
Purple Jori: Preetham Yarlagadda and Nimra Hassan
Yellow Jori: Sharmila Iyer
Green Jori: Gustavo Roversi and Devina Patel
Dholi: Srikarran Sowrirajan

Show info:
Name: Bhangra Blowout 2018
Location: Lisner Auditorium
City/Country: Washington, District of Columbia, USA
Date: April 7 2018

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",None,bhangra blowout,spartan bhangra,2018,7,0.1,1.1,0.15714285714285717,74,15.219311521811521,0.2056663719163719
QKsSz3vKyEM,vt bhangra - second place @ bhangra blowout 2018,2018-04-19T00:16:55Z,2018,498,27965,286.0,6.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;Virginia Tech Bhangra;VT Bhangra;Bhangra Blowout;Bhangra Blowout 2018;Bhangra Blowout 25;Washington DC Bhangra Competition;George Washington University Bhangra;Virginia Tech,"Representing Virginia Tech, this is VT Bhangra with their Second Place performance in Washington DC at Bhangra Blowout 2018.

--

Team Info:
Name: VT Bhangra
City/Country: Blacksburg, Virginia, USA

Participants:
Red - Brad and Megha 
Ferozi - Simmu and Sahil
Yellow - Predj and Sowmya
Pink - Shiva and Lauren
Green - Malvika and Vikram
Blue - Naisergi and Rohan
Dholis - Karan and Bhavjot 
Tabla - Sid

Show info:
Name: Bhangra Blowout 2018
Location: Lisner Auditorium
City/Country: Washington, District of Columbia, USA
Date: April 7 2018

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",2,bhangra blowout,vt bhangra,2018,3,0.75,0.95,0.31666666666666665,74,15.219311521811521,0.2056663719163719
G7y1LHJWKgA,unc bhangra elite @ bhangra blowout 2018,2018-04-18T23:14:04Z,2018,459,13062,121.0,5.0,Harjot Hundal (Gabroo Tv),24,Gabroo Tv;Gabroo;Giddha Tv;GTV;GTV Bhangra;Harjot Hundal;Punjab;Punjabi;Virsa;Dhol;Tumbi;UNC Bhangra Elite;Bhangra Blowout 2018;Bhangra Blowout 25;Bhangra 2018;2018 Latest Bhangra;Washington DC Bhangra Competition;Chapel Hill;UNC Chapel Hill Bhangra Team,"These lads are from Chapel Hill, NC representing the University of North Carolina at Chapel Hill, and they go by the name of UNC Bhangra Elite.

--

Team Info:
Name: UNC Bhangra Elite
City/Country: Chapel Hill, North Carolina, USA

Participants:
Red: Neha Batra & Abhay Qureshi
Ferozi: Ragi Nayak & Karan Ravi
Blue: Tejasee Phatak & Sahil Dadoo
Purple: Niveditha Jagadesh & Ace Motas
Black: Thrisha Oruganti & Ben Chilampath
Yellow: Alisha Abhayakumar & Rishi Champaneria
Chimta: Ojesvii Sethi

Show info:
Name: Bhangra Blowout 2018
Location: Lisner Auditorium
City/Country: Washington, District of Columbia, USA
Date: April 7 2018

--

Links:

Gabroo Tv's Facebook page:
http://facebook.gabroo.tv

Gabroo Tv on Twitter:
http://twitter.gabroo.tv

Gabroo Tv on Instagram:
http://instagram.gabroo.tv

Harjot Hundal's Instagram:
http://instagram.harjothundal.com

Harjot Hundal's Facebook:
http://harjot.gabroo.tv",None,bhangra blowout,unc bhangra elite,2018,18,0.1,3.75,0.20833333333333334,74,15.219311521811521,0.2056663719163719
